proxy	time	saved	missed	error
197.255.216.26:8080	2018-08-25 04:56:47.601259	1	0	1
77.237.15.225:8080	2018-08-25 04:56:59.120960	1	0	0
81.163.57.121:41258	2018-08-25 04:57:06.638928	1	0	0
31.46.33.60:21213	2018-08-25 04:57:13.998311	1	0	0
176.117.195.68:21213	2018-08-25 04:57:26.989641	1	0	0
169.56.137.78:8088	2018-08-25 04:58:42.137982	1	0	1
92.242.255.85:21213	2018-08-25 04:58:54.573877	1	0	0
200.124.59.116:53281	2018-08-25 04:59:07.668737	1	0	0
78.108.108.192:21231	2018-08-25 04:59:20.014674	1	0	0
95.67.174.94:8080	2018-08-25 05:00:35.144565	1	0	1
105.22.72.110:8080	2018-08-25 05:00:58.778387	1	0	0
172.92.73.61:53281	2018-08-25 05:01:46.423245	1	0	0
37.247.28.21:21231	2018-08-25 05:01:56.668341	1	0	0
78.156.225.170:41258	2018-08-25 05:02:12.243236	1	0	0
83.144.67.2:21231	2018-08-25 05:02:15.574416	1	0	1
176.99.114.47:6666	2018-08-25 05:02:45.172171	1	0	1
140.227.54.68:3129	2018-08-25 05:02:49.567736	1	0	0
167.99.166.163:8080	2018-08-25 05:02:52.945206	1	0	0
185.133.225.210:21231	2018-08-25 05:03:05.980014	1	0	1
140.227.53.72:3129	2018-08-25 05:03:10.282398	1	0	0
201.16.148.169:8080	2018-08-25 05:03:14.855242	1	0	0
05.197.183.222:8080	2018-08-25 05:03:22.552037	1	0	0
185.133.226.154:21231	2018-08-25 05:08:23.813630	1	0	1
103.80.240.126:8080	2018-08-25 05:09:38.949941	1	0	1
93.179.66.57:8080	2018-08-25 05:09:57.261988	1	0	0
91.241.40.210:41258	2018-08-25 05:09:57.495104	1	0	1
78.188.91.98:21231	2018-08-25 05:10:10.099459	1	0	1
94.101.140.10:21231	2018-08-25 05:10:19.625314	1	0	0
103.88.142.54:21231	2018-08-25 05:10:35.424215	1	0	0
182.55.250.98:80	2018-08-25 05:13:52.575551	1	0	1
183.90.70.134:80	2018-08-25 05:15:07.707787	1	0	1
93.91.196.30:8080	2018-08-25 05:16:22.882954	1	0	1
197.255.216.26:8080	2018-08-25 05:17:38.026369	1	0	1
77.237.15.225:8080	2018-08-25 05:17:46.563165	1	0	0
81.163.57.121:41258	2018-08-25 05:17:59.598124	1	0	1
31.46.33.60:21213	2018-08-25 05:18:09.371738	1	0	0
176.117.195.68:21213	2018-08-25 05:18:26.243168	1	0	0
169.56.137.78:8088	2018-08-25 05:19:41.390830	1	0	1
92.242.255.85:21213	2018-08-25 05:19:48.758331	1	0	0
200.124.59.116:53281	2018-08-25 05:19:54.934231	1	0	0
78.108.108.192:21231	2018-08-25 05:20:10.517608	1	0	0
95.67.174.94:8080	2018-08-25 05:20:18.657630	1	0	0
105.22.72.110:8080	2018-08-25 05:20:44.767921	1	0	1
172.92.73.61:53281	2018-08-25 05:21:59.909058	1	0	1
37.247.28.21:21231	2018-08-25 05:22:17.834676	1	0	0
78.156.225.170:41258	2018-08-25 05:22:28.928049	1	0	0
83.144.67.2:21231	2018-08-25 05:22:46.837501	1	0	0
176.99.114.47:6666	2018-08-25 05:22:57.743319	1	0	0
140.227.54.68:3129	2018-08-25 05:23:01.897329	1	0	0
167.99.166.163:8080	2018-08-25 05:23:04.436534	1	0	0
185.133.225.210:21231	2018-08-25 05:23:22.082925	1	0	0
140.227.53.72:3129	2018-08-25 05:23:28.760721	1	0	0
201.16.148.169:8080	2018-08-25 05:23:34.671114	1	0	0
05.197.183.222:8080	2018-08-25 05:23:44.181091	1	0	0
185.133.226.154:21231	2018-08-25 05:28:46.459900	1	0	1
103.80.240.126:8080	2018-08-25 05:31:54.462965	1	0	1
93.179.66.57:8080	2018-08-25 05:32:08.029459	1	0	1
91.241.40.210:41258	2018-08-25 05:32:08.231813	1	0	1
78.188.91.98:21231	2018-08-25 05:32:26.609667	1	0	0
94.101.140.10:21231	2018-08-25 05:32:39.965464	1	0	0
103.88.142.54:21231	2018-08-25 05:32:58.770775	1	0	0
182.55.250.98:80	2018-08-25 05:36:18.734737	1	0	1
183.90.70.134:80	2018-08-25 05:37:33.869617	1	0	1
93.91.196.30:8080	2018-08-25 05:37:53.062273	1	0	0
197.255.216.26:8080	2018-08-25 05:39:08.229669	1	0	1
77.237.15.225:8080	2018-08-25 05:39:19.944671	1	0	0
81.163.57.121:41258	2018-08-25 05:39:33.535820	1	0	0
31.46.33.60:21213	2018-08-25 05:39:46.724826	1	0	0
176.117.195.68:21213	2018-08-25 05:39:55.956505	1	0	0
169.56.137.78:8088	2018-08-25 05:41:11.121382	1	0	1
92.242.255.85:21213	2018-08-25 05:41:24.264472	1	0	0
200.124.59.116:53281	2018-08-25 05:41:29.480389	1	0	0
78.108.108.192:21231	2018-08-25 05:41:30.028588	1	0	1
95.67.174.94:8080	2018-08-25 05:42:45.175911	1	0	1
105.22.72.110:8080	2018-08-25 05:43:12.154551	1	0	0
172.92.73.61:53281	2018-08-25 05:43:23.722827	1	0	0
37.247.28.21:21231	2018-08-25 05:43:52.702961	1	0	0
78.156.225.170:41258	2018-08-25 05:44:11.795641	1	0	0
83.144.67.2:21231	2018-08-25 05:44:22.882384	1	0	0
176.99.114.47:6666	2018-08-25 05:44:44.615566	1	0	1
140.227.54.68:3129	2018-08-25 05:44:48.671544	1	0	0
167.99.166.163:8080	2018-08-25 05:44:51.691746	1	0	0
185.133.225.210:21231	2018-08-25 05:45:24.553019	1	0	0
140.227.53.72:3129	2018-08-25 05:45:31.005562	1	0	0
201.16.148.169:8080	2018-08-25 05:45:37.653706	1	0	0
05.197.183.222:8080	2018-08-25 05:45:46.393224	1	0	0
185.133.226.154:21231	2018-08-25 05:50:47.722942	1	0	1
103.80.240.126:8080	2018-08-25 05:52:26.023737	1	0	1
93.179.66.57:8080	2018-08-25 05:53:29.336838	1	0	0
91.241.40.210:41258	2018-08-25 05:53:29.551911	1	0	1
78.188.91.98:21231	2018-08-25 05:53:43.024655	1	0	0
94.101.140.10:21231	2018-08-25 05:53:50.453877	1	0	0
103.88.142.54:21231	2018-08-25 05:54:29.920270	1	0	0
182.55.250.98:80	2018-08-25 05:57:45.726984	1	0	1
183.90.70.134:80	2018-08-25 05:59:00.854024	1	0	1
93.91.196.30:8080	2018-08-25 05:59:15.842711	1	0	0
197.255.216.26:8080	2018-08-25 06:00:30.970634	1	0	1
77.237.15.225:8080	2018-08-25 06:00:42.666351	1	0	0
81.163.57.121:41258	2018-08-25 06:00:52.597257	1	0	0
31.46.33.60:21213	2018-08-25 06:01:33.968314	1	0	0
176.117.195.68:21213	2018-08-25 06:01:46.927182	1	0	0
169.56.137.78:8088	2018-08-25 06:03:02.064975	1	0	1
92.242.255.85:21213	2018-08-25 06:03:12.430806	1	0	0
200.124.59.116:53281	2018-08-25 06:03:33.913635	1	0	0
78.108.108.192:21231	2018-08-25 06:03:53.426467	1	0	0
95.67.174.94:8080	2018-08-25 06:04:07.673579	1	0	0
105.22.72.110:8080	2018-08-25 06:04:22.222393	1	0	0
172.92.73.61:53281	2018-08-25 06:04:32.587813	1	0	0
37.247.28.21:21231	2018-08-25 06:04:48.250006	1	0	0
78.156.225.170:41258	2018-08-25 06:05:55.491624	1	0	1
83.144.67.2:21231	2018-08-25 06:06:15.134093	1	0	0
176.99.114.47:6666	2018-08-25 06:07:30.278222	1	0	1
140.227.54.68:3129	2018-08-25 06:07:36.537154	1	0	0
167.99.166.163:8080	2018-08-25 06:07:39.107610	1	0	0
185.133.225.210:21231	2018-08-25 06:09:05.516403	1	0	0
140.227.53.72:3129	2018-08-25 06:09:09.717677	1	0	0
201.16.148.169:8080	2018-08-25 06:09:17.598594	1	0	0
05.197.183.222:8080	2018-08-25 06:09:25.924725	1	0	0
185.133.226.154:21231	2018-08-25 06:14:27.189742	1	0	1
103.80.240.126:8080	2018-08-25 06:15:19.603066	1	0	1
93.179.66.57:8080	2018-08-25 06:15:37.620964	1	0	1
91.241.40.210:41258	2018-08-25 06:15:37.827330	1	0	1
78.188.91.98:21231	2018-08-25 06:15:54.286694	1	0	0
94.101.140.10:21231	2018-08-25 06:16:01.694872	1	0	0
103.88.142.54:21231	2018-08-25 06:17:16.830958	1	0	1
182.55.250.98:80	2018-08-25 06:20:31.748332	1	0	1
183.90.70.134:80	2018-08-25 06:21:46.938174	1	0	1
93.91.196.30:8080	2018-08-25 06:21:59.193039	1	0	0
197.255.216.26:8080	2018-08-25 06:23:14.340981	1	0	1
77.237.15.225:8080	2018-08-25 06:23:26.391767	1	0	0
81.163.57.121:41258	2018-08-25 06:23:40.277287	1	0	0
31.46.33.60:21213	2018-08-25 06:23:52.217070	1	0	0
176.117.195.68:21213	2018-08-25 06:23:57.241719	1	0	0
169.56.137.78:8088	2018-08-25 06:25:12.446710	1	0	1
92.242.255.85:21213	2018-08-25 06:25:24.876081	1	0	0
200.124.59.116:53281	2018-08-25 06:25:32.451099	1	0	0
78.108.108.192:21231	2018-08-25 06:26:05.252721	1	0	0
95.67.174.94:8080	2018-08-25 06:26:16.497848	1	0	1
105.22.72.110:8080	2018-08-25 06:26:40.487546	1	0	0
172.92.73.61:53281	2018-08-25 06:26:49.865555	1	0	0
37.247.28.21:21231	2018-08-25 06:27:00.223776	1	0	0
78.156.225.170:41258	2018-08-25 06:28:15.426007	1	0	1
83.144.67.2:21231	2018-08-25 06:28:32.936140	1	0	0
176.99.114.47:6666	2018-08-25 06:28:54.554921	1	0	0
140.227.54.68:3129	2018-08-25 06:28:58.668735	1	0	0
167.99.166.163:8080	2018-08-25 06:29:01.142954	1	0	0
185.133.225.210:21231	2018-08-25 06:29:13.341766	1	0	0
140.227.53.72:3129	2018-08-25 06:29:16.952258	1	0	0
201.16.148.169:8080	2018-08-25 06:29:25.868871	1	0	0
05.197.183.222:8080	2018-08-25 06:29:36.535742	1	0	0
185.133.226.154:21231	2018-08-25 06:34:39.070151	1	0	1
103.80.240.126:8080	2018-08-25 06:35:54.237647	1	0	1
93.179.66.57:8080	2018-08-25 06:37:09.403358	1	0	1
91.241.40.210:41258	2018-08-25 06:37:09.613840	1	0	1
78.188.91.98:21231	2018-08-25 06:37:22.240933	1	0	0
94.101.140.10:21231	2018-08-25 06:39:09.419680	1	0	0
103.88.142.54:21231	2018-08-25 06:40:24.605728	1	0	1
182.55.250.98:80	2018-08-25 06:43:50.094786	1	0	1
183.90.70.134:80	2018-08-25 06:45:05.228521	1	0	1
93.91.196.30:8080	2018-08-25 06:45:36.273229	1	0	1
197.255.216.26:8080	2018-08-25 06:46:51.436327	1	0	1
77.237.15.225:8080	2018-08-25 06:47:03.377942	1	0	0
81.163.57.121:41258	2018-08-25 06:47:21.950577	1	0	0
31.46.33.60:21213	2018-08-25 06:47:32.831844	1	0	0
176.117.195.68:21213	2018-08-25 06:47:38.755593	1	0	0
169.56.137.78:8088	2018-08-25 06:48:53.910229	1	0	1
92.242.255.85:21213	2018-08-25 06:49:03.065668	1	0	0
200.124.59.116:53281	2018-08-25 06:49:19.404626	1	0	0
78.108.108.192:21231	2018-08-25 06:49:48.158344	1	0	0
95.67.174.94:8080	2018-08-25 06:50:10.634132	1	0	0
105.22.72.110:8080	2018-08-25 06:50:23.708017	1	0	0
172.92.73.61:53281	2018-08-25 06:51:38.867805	1	0	1
37.247.28.21:21231	2018-08-25 06:52:54.038702	1	0	1
78.156.225.170:41258	2018-08-25 06:54:09.169976	1	0	1
83.144.67.2:21231	2018-08-25 06:54:54.434751	1	0	0
176.99.114.47:6666	2018-08-25 06:55:13.815140	1	0	1
140.227.54.68:3129	2018-08-25 06:55:51.153969	1	0	0
167.99.166.163:8080	2018-08-25 06:55:53.737345	1	0	0
185.133.225.210:21231	2018-08-25 06:56:07.472869	1	0	0
140.227.53.72:3129	2018-08-25 06:56:49.900373	1	0	0
201.16.148.169:8080	2018-08-25 06:56:54.598893	1	0	0
05.197.183.222:8080	2018-08-25 06:57:01.116620	1	0	0
185.133.226.154:21231	2018-08-25 07:02:02.181887	1	0	1
103.80.240.126:8080	2018-08-25 07:03:17.335458	1	0	1
93.179.66.57:8080	2018-08-25 07:04:32.532073	1	0	1
91.241.40.210:41258	2018-08-25 07:04:32.757768	1	0	1
78.188.91.98:21231	2018-08-25 07:04:44.070504	1	0	0
94.101.140.10:21231	2018-08-25 07:05:33.836810	1	0	0
103.88.142.54:21231	2018-08-25 07:05:57.085632	1	0	0
182.55.250.98:80	2018-08-25 07:09:27.588879	1	0	1
183.90.70.134:80	2018-08-25 07:10:42.735653	1	0	1
93.91.196.30:8080	2018-08-25 07:10:52.839280	1	0	0
197.255.216.26:8080	2018-08-25 07:12:07.990758	1	0	1
77.237.15.225:8080	2018-08-25 07:12:13.883179	1	0	0
81.163.57.121:41258	2018-08-25 07:12:25.551597	1	0	0
31.46.33.60:21213	2018-08-25 07:12:35.936147	1	0	0
176.117.195.68:21213	2018-08-25 07:12:44.537187	1	0	0
169.56.137.78:8088	2018-08-25 07:13:59.708256	1	0	1
92.242.255.85:21213	2018-08-25 07:14:06.897206	1	0	0
200.124.59.116:53281	2018-08-25 07:14:12.324193	1	0	0
78.108.108.192:21231	2018-08-25 07:14:21.962754	1	0	0
95.67.174.94:8080	2018-08-25 07:14:32.362937	1	0	0
105.22.72.110:8080	2018-08-25 07:14:49.768754	1	0	1
172.92.73.61:53281	2018-08-25 07:14:58.913126	1	0	0
37.247.28.21:21231	2018-08-25 07:15:10.090917	1	0	0
78.156.225.170:41258	2018-08-25 07:16:25.236570	1	0	1
83.144.67.2:21231	2018-08-25 07:16:43.370101	1	0	0
176.99.114.47:6666	2018-08-25 07:17:01.062351	1	0	0
140.227.54.68:3129	2018-08-25 07:18:42.087129	1	0	0
167.99.166.163:8080	2018-08-25 07:19:16.311958	1	0	1
185.133.225.210:21231	2018-08-25 07:19:23.687395	1	0	0
140.227.53.72:3129	2018-08-25 07:20:21.776234	1	0	0
201.16.148.169:8080	2018-08-25 07:20:26.870075	1	0	0
05.197.183.222:8080	2018-08-25 07:20:33.605884	1	0	0
185.133.226.154:21231	2018-08-25 07:25:34.883188	1	0	1
103.80.240.126:8080	2018-08-25 07:26:50.045119	1	0	1
93.179.66.57:8080	2018-08-25 07:28:01.206071	1	0	0
91.241.40.210:41258	2018-08-25 07:28:01.425148	1	0	1
78.188.91.98:21231	2018-08-25 07:28:16.563708	1	0	1
94.101.140.10:21231	2018-08-25 07:28:23.692505	1	0	0
103.88.142.54:21231	2018-08-25 07:29:38.900588	1	0	1
182.55.250.98:80	2018-08-25 07:32:51.936201	1	0	1
183.90.70.134:80	2018-08-25 07:34:07.056460	1	0	1
93.91.196.30:8080	2018-08-25 07:34:26.818082	1	0	0
197.255.216.26:8080	2018-08-25 07:35:41.974525	1	0	1
77.237.15.225:8080	2018-08-25 07:35:47.552154	1	0	0
81.163.57.121:41258	2018-08-25 07:35:57.802841	1	0	0
31.46.33.60:21213	2018-08-25 07:36:08.126095	1	0	0
176.117.195.68:21213	2018-08-25 07:36:26.433623	1	0	1
169.56.137.78:8088	2018-08-25 07:37:41.619283	1	0	1
92.242.255.85:21213	2018-08-25 07:37:54.830659	1	0	0
200.124.59.116:53281	2018-08-25 07:38:00.857888	1	0	0
78.108.108.192:21231	2018-08-25 07:38:15.371385	1	0	0
95.67.174.94:8080	2018-08-25 07:39:15.327395	1	0	1
105.22.72.110:8080	2018-08-25 07:39:37.942814	1	0	0
172.92.73.61:53281	2018-08-25 07:39:45.386941	1	0	0
37.247.28.21:21231	2018-08-25 07:39:56.198346	1	0	0
78.156.225.170:41258	2018-08-25 07:41:11.334071	1	0	1
83.144.67.2:21231	2018-08-25 07:41:34.397830	1	0	0
176.99.114.47:6666	2018-08-25 07:41:58.077527	1	0	0
140.227.54.68:3129	2018-08-25 07:43:01.950868	1	0	0
167.99.166.163:8080	2018-08-25 07:43:36.421109	1	0	1
185.133.225.210:21231	2018-08-25 07:43:54.339880	1	0	0
140.227.53.72:3129	2018-08-25 07:44:32.521745	1	0	0
201.16.148.169:8080	2018-08-25 07:44:32.743085	1	0	1
05.197.183.222:8080	2018-08-25 07:44:39.351556	1	0	0
185.133.226.154:21231	2018-08-25 07:49:40.667401	1	0	1
103.80.240.126:8080	2018-08-25 07:50:55.806206	1	0	1
93.179.66.57:8080	2018-08-25 07:51:05.847919	1	0	0
91.241.40.210:41258	2018-08-25 07:51:06.059883	1	0	1
78.188.91.98:21231	2018-08-25 07:51:21.242595	1	0	0
94.101.140.10:21231	2018-08-25 07:51:27.674984	1	0	0
103.88.142.54:21231	2018-08-25 07:51:46.682412	1	0	0
182.55.250.98:80	2018-08-25 07:55:21.350718	1	0	1
183.90.70.134:80	2018-08-25 07:56:36.506531	1	0	1
93.91.196.30:8080	2018-08-25 07:56:53.299511	1	0	0
197.255.216.26:8080	2018-08-25 07:58:08.457970	1	0	1
77.237.15.225:8080	2018-08-25 07:58:15.703156	1	0	0
81.163.57.121:41258	2018-08-25 07:58:28.130420	1	0	0
31.46.33.60:21213	2018-08-25 07:58:38.873429	1	0	0
176.117.195.68:21213	2018-08-25 07:58:45.563240	1	0	0
169.56.137.78:8088	2018-08-25 08:00:00.690212	1	0	1
92.242.255.85:21213	2018-08-25 08:00:08.787247	1	0	0
200.124.59.116:53281	2018-08-25 08:00:15.870760	1	0	0
78.108.108.192:21231	2018-08-25 08:00:23.679077	1	0	0
95.67.174.94:8080	2018-08-25 08:00:47.543641	1	0	0
105.22.72.110:8080	2018-08-25 08:01:37.282259	1	0	0
172.92.73.61:53281	2018-08-25 08:01:44.125291	1	0	0
37.247.28.21:21231	2018-08-25 08:02:01.565590	1	0	1
78.156.225.170:41258	2018-08-25 08:02:07.256342	1	0	0
83.144.67.2:21231	2018-08-25 08:02:19.571982	1	0	0
176.99.114.47:6666	2018-08-25 08:02:43.474146	1	0	0
140.227.54.68:3129	2018-08-25 08:03:13.175871	1	0	0
167.99.166.163:8080	2018-08-25 08:03:46.575699	1	0	1
185.133.225.210:21231	2018-08-25 08:03:57.116607	1	0	0
140.227.53.72:3129	2018-08-25 08:04:01.057486	1	0	0
201.16.148.169:8080	2018-08-25 08:04:01.264741	1	0	1
05.197.183.222:8080	2018-08-25 08:04:08.614065	1	0	0
185.133.226.154:21231	2018-08-25 08:09:09.966283	1	0	1
103.80.240.126:8080	2018-08-25 08:10:25.110848	1	0	1
93.179.66.57:8080	2018-08-25 08:10:43.041616	1	0	1
91.241.40.210:41258	2018-08-25 08:10:43.262559	1	0	1
78.188.91.98:21231	2018-08-25 08:11:08.423077	1	0	0
94.101.140.10:21231	2018-08-25 08:11:14.937060	1	0	0
103.88.142.54:21231	2018-08-25 08:11:26.666268	1	0	0
182.55.250.98:80	2018-08-25 08:15:10.970991	1	0	1
183.90.70.134:80	2018-08-25 08:16:26.099235	1	0	1
93.91.196.30:8080	2018-08-25 08:16:49.254055	1	0	1
197.255.216.26:8080	2018-08-25 08:18:04.379436	1	0	1
77.237.15.225:8080	2018-08-25 08:18:11.671944	1	0	0
81.163.57.121:41258	2018-08-25 08:19:30.855089	1	0	0
31.46.33.60:21213	2018-08-25 08:19:38.774773	1	0	0
176.117.195.68:21213	2018-08-25 08:19:49.446132	1	0	0
169.56.137.78:8088	2018-08-25 08:21:04.594916	1	0	1
92.242.255.85:21213	2018-08-25 08:21:17.768970	1	0	0
200.124.59.116:53281	2018-08-25 08:21:23.549046	1	0	0
78.108.108.192:21231	2018-08-25 08:21:33.552681	1	0	0
95.67.174.94:8080	2018-08-25 08:22:12.409924	1	0	0
105.22.72.110:8080	2018-08-25 08:22:27.155093	1	0	0
172.92.73.61:53281	2018-08-25 08:22:49.490843	1	0	0
37.247.28.21:21231	2018-08-25 08:23:05.461921	1	0	0
78.156.225.170:41258	2018-08-25 08:23:22.307488	1	0	0
83.144.67.2:21231	2018-08-25 08:23:40.796381	1	0	0
176.99.114.47:6666	2018-08-25 08:23:53.483650	1	0	0
140.227.54.68:3129	2018-08-25 08:23:58.300468	1	0	0
167.99.166.163:8080	2018-08-25 08:23:58.427601	1	0	1
185.133.225.210:21231	2018-08-25 08:24:13.527869	1	0	0
140.227.53.72:3129	2018-08-25 08:24:18.129935	1	0	0
201.16.148.169:8080	2018-08-25 08:24:24.277023	1	0	0
05.197.183.222:8080	2018-08-25 08:24:30.979022	1	0	0
185.133.226.154:21231	2018-08-25 08:29:32.214907	1	0	1
103.80.240.126:8080	2018-08-25 08:30:47.357901	1	0	1
93.179.66.57:8080	2018-08-25 08:31:15.624863	1	0	0
91.241.40.210:41258	2018-08-25 08:31:15.857095	1	0	1
78.188.91.98:21231	2018-08-25 08:31:30.945276	1	0	0
94.101.140.10:21231	2018-08-25 08:31:37.454750	1	0	0
103.88.142.54:21231	2018-08-25 08:31:50.338901	1	0	0
182.55.250.98:80	2018-08-25 08:33:05.497426	1	0	1
183.90.70.134:80	2018-08-25 08:34:20.662120	1	0	1
93.91.196.30:8080	2018-08-25 08:34:32.335299	1	0	0
197.255.216.26:8080	2018-08-25 08:35:47.483869	1	0	1
77.237.15.225:8080	2018-08-25 08:35:57.989426	1	0	0
81.163.57.121:41258	2018-08-25 08:36:21.476595	1	0	0
31.46.33.60:21213	2018-08-25 08:36:32.949528	1	0	0
176.117.195.68:21213	2018-08-25 08:37:17.847155	1	0	0
169.56.137.78:8088	2018-08-25 08:38:32.984598	1	0	1
92.242.255.85:21213	2018-08-25 08:38:42.191776	1	0	0
200.124.59.116:53281	2018-08-25 08:38:51.908026	1	0	0
78.108.108.192:21231	2018-08-25 08:39:01.432144	1	0	0
95.67.174.94:8080	2018-08-25 08:40:08.105099	1	0	1
105.22.72.110:8080	2018-08-25 08:40:27.053185	1	0	0
172.92.73.61:53281	2018-08-25 08:40:37.011223	1	0	0
37.247.28.21:21231	2018-08-25 08:41:09.217669	1	0	1
78.156.225.170:41258	2018-08-25 08:41:19.201085	1	0	0
83.144.67.2:21231	2018-08-25 08:41:33.555733	1	0	0
176.99.114.47:6666	2018-08-25 08:41:51.329171	1	0	0
140.227.54.68:3129	2018-08-25 08:41:55.097865	1	0	0
167.99.166.163:8080	2018-08-25 08:42:26.858730	1	0	1
185.133.225.210:21231	2018-08-25 08:42:28.500657	1	0	1
140.227.53.72:3129	2018-08-25 08:42:32.382322	1	0	0
201.16.148.169:8080	2018-08-25 08:42:39.561848	1	0	0
05.197.183.222:8080	2018-08-25 08:42:48.951013	1	0	0
185.133.226.154:21231	2018-08-25 08:47:50.339472	1	0	1
103.80.240.126:8080	2018-08-25 08:48:01.494461	1	0	0
93.179.66.57:8080	2018-08-25 08:48:34.773493	1	0	0
91.241.40.210:41258	2018-08-25 08:48:34.996837	1	0	1
78.188.91.98:21231	2018-08-25 08:48:55.084754	1	0	0
94.101.140.10:21231	2018-08-25 08:49:02.366395	1	0	0
103.88.142.54:21231	2018-08-25 08:49:27.109336	1	0	0
182.55.250.98:80	2018-08-25 08:50:42.265595	1	0	1
183.90.70.134:80	2018-08-25 08:51:57.386059	1	0	1
93.91.196.30:8080	2018-08-25 08:53:12.552172	1	0	1
197.255.216.26:8080	2018-08-25 08:54:27.692462	1	0	1
77.237.15.225:8080	2018-08-25 08:54:43.700170	1	0	0
81.163.57.121:41258	2018-08-25 08:55:14.019951	1	0	1
31.46.33.60:21213	2018-08-25 08:55:26.008228	1	0	0
176.117.195.68:21213	2018-08-25 08:55:43.365663	1	0	0
169.56.137.78:8088	2018-08-25 08:56:58.529047	1	0	1
92.242.255.85:21213	2018-08-25 08:57:06.049941	1	0	0
200.124.59.116:53281	2018-08-25 08:57:13.780229	1	0	0
78.108.108.192:21231	2018-08-25 08:57:22.915762	1	0	0
95.67.174.94:8080	2018-08-25 08:58:03.316023	1	0	1
105.22.72.110:8080	2018-08-25 08:58:22.965326	1	0	0
172.92.73.61:53281	2018-08-25 08:58:32.355960	1	0	0
37.247.28.21:21231	2018-08-25 08:58:53.842697	1	0	1
78.156.225.170:41258	2018-08-25 08:59:08.026534	1	0	0
83.144.67.2:21231	2018-08-25 08:59:44.181243	1	0	0
176.99.114.47:6666	2018-08-25 08:59:55.437759	1	0	0
140.227.54.68:3129	2018-08-25 08:59:58.998858	1	0	0
167.99.166.163:8080	2018-08-25 09:00:31.983061	1	0	1
185.133.225.210:21231	2018-08-25 09:01:12.329720	1	0	0
140.227.53.72:3129	2018-08-25 09:01:16.542236	1	0	0
201.16.148.169:8080	2018-08-25 09:01:23.093082	1	0	0
05.197.183.222:8080	2018-08-25 09:01:32.984771	1	0	0
185.133.226.154:21231	2018-08-25 09:06:34.170404	1	0	1
103.80.240.126:8080	2018-08-25 09:06:55.837208	1	0	0
93.179.66.57:8080	2018-08-25 09:07:07.619966	1	0	0
91.241.40.210:41258	2018-08-25 09:07:07.821795	1	0	1
78.188.91.98:21231	2018-08-25 09:07:31.462603	1	0	0
94.101.140.10:21231	2018-08-25 09:07:38.479583	1	0	0
103.88.142.54:21231	2018-08-25 09:07:53.633463	1	0	0
182.55.250.98:80	2018-08-25 09:09:08.798441	1	0	1
183.90.70.134:80	2018-08-25 09:10:23.970858	1	0	1
93.91.196.30:8080	2018-08-25 09:10:38.948161	1	0	0
197.255.216.26:8080	2018-08-25 09:11:54.080048	1	0	1
77.237.15.225:8080	2018-08-25 09:11:55.286958	1	0	1
81.163.57.121:41258	2018-08-25 09:12:55.599729	1	0	1
31.46.33.60:21213	2018-08-25 09:13:03.505269	1	0	0
176.117.195.68:21213	2018-08-25 09:13:11.411605	1	0	0
169.56.137.78:8088	2018-08-25 09:14:26.544089	1	0	1
92.242.255.85:21213	2018-08-25 09:14:36.748053	1	0	0
200.124.59.116:53281	2018-08-25 09:14:43.776851	1	0	0
78.108.108.192:21231	2018-08-25 09:15:05.362232	1	0	0
95.67.174.94:8080	2018-08-25 09:15:35.159233	1	0	0
105.22.72.110:8080	2018-08-25 09:15:54.394749	1	0	0
172.92.73.61:53281	2018-08-25 09:16:03.526083	1	0	0
37.247.28.21:21231	2018-08-25 09:16:24.608393	1	0	0
78.156.225.170:41258	2018-08-25 09:16:35.740933	1	0	0
83.144.67.2:21231	2018-08-25 09:16:46.593759	1	0	0
176.99.114.47:6666	2018-08-25 09:16:58.751245	1	0	1
140.227.54.68:3129	2018-08-25 09:17:04.027101	1	0	0
167.99.166.163:8080	2018-08-25 09:17:37.107573	1	0	1
185.133.225.210:21231	2018-08-25 09:17:47.620277	1	0	0
140.227.53.72:3129	2018-08-25 09:17:51.830958	1	0	0
201.16.148.169:8080	2018-08-25 09:17:56.975957	1	0	0
05.197.183.222:8080	2018-08-25 09:18:05.586402	1	0	0
185.133.226.154:21231	2018-08-25 09:23:06.832231	1	0	1
103.80.240.126:8080	2018-08-25 09:23:13.589499	1	0	1
93.179.66.57:8080	2018-08-25 09:23:30.281219	1	0	0
91.241.40.210:41258	2018-08-25 09:23:30.503600	1	0	1
78.188.91.98:21231	2018-08-25 09:23:51.396044	1	0	0
94.101.140.10:21231	2018-08-25 09:23:59.055512	1	0	0
103.88.142.54:21231	2018-08-25 09:25:14.277303	1	0	1
182.55.250.98:80	2018-08-25 09:26:29.427137	1	0	1
183.90.70.134:80	2018-08-25 09:27:44.588370	1	0	1
93.91.196.30:8080	2018-08-25 09:28:01.695129	1	0	0
197.255.216.26:8080	2018-08-25 09:29:16.861823	1	0	1
77.237.15.225:8080	2018-08-25 09:29:26.787497	1	0	0
81.163.57.121:41258	2018-08-25 09:29:40.299748	1	0	0
31.46.33.60:21213	2018-08-25 09:29:49.970103	1	0	0
176.117.195.68:21213	2018-08-25 09:31:05.138533	1	0	1
169.56.137.78:8088	2018-08-25 09:32:20.323268	1	0	1
92.242.255.85:21213	2018-08-25 09:32:27.050941	1	0	0
200.124.59.116:53281	2018-08-25 09:32:38.274967	1	0	0
